,Title,Location,Company,Salary,Synopsis,Query,Metro
484,Graduate Studies Program - Data Scientist,None,        Central Intelligence Agency,"
                $27.17 - $36.60 an hour","                            As a Data Scientist Graduate Intern, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision makers, drive...",data+scientist,washington+dc
485,Data Scientist,None,        Central Intelligence Agency,"
                $67,968 - $126,062 a year","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at...",data+scientist,washington+dc
486,Undergraduate Internship/Co-op Program - Data Scientist,None,        Central Intelligence Agency,"
                $21.44 - $25.84 an hour",                            Students serving as Data Scientist interns work side-by-side with other data scientists using advanced hardware and software to create and develop computational...,data+scientist,washington+dc
487,Data Scientist,"Arlington, VA",        AvalonBay Communities,None,            Experience in building production-level machine learning and predictive analytics models along with data pipelines....,data+scientist,washington+dc
488,Data Scientist,"Washington, DC",        Optoro,None,"            Deep understanding of data analysis, machine learning, and data communication across multiple domain areas....",data+scientist,washington+dc
489,Data Scientist,"Washington, DC",        CORMAC Corporation,None,"            Leverage expertise in machine learning, data mining, statistical, and graph based algorithms in data analysis, solution development, analytic workflow processes...",data+scientist,washington+dc
490,Conflict Data Scientist,"Washington, DC",        FREEDOM CONSULTING GROUP,None,"            Conflict Data Scientist. Strong quantitative background and experience in data collection, cleaning, processing and applied analysis and visualization using...",data+scientist,washington+dc
491,Data Scientist,"Alexandria, VA 22303",        TransVoyant,None,            TransVoyant is seeking a Data Scientist to drive live and predictive data analytics and development for our patented Continuous Decision Intelligence™ Platform....,data+scientist,washington+dc
492,Data Scientist/Analyst,"Washington, DC",        Favor TechConsulting,None,"            Provide data analytics, data engineering, data mining, exploratory analysis, predictive analysis, statistics, and the use of techniques....",data+scientist,washington+dc
493,DATA ANALYST,"Washington, DC",        BlueLabs Analytics,None,"            Our team includes more than 40 data scientists, engineers, and strategists from diverse backgrounds who share a passion for using data to solve the world’s...",data+scientist,washington+dc
494,Data Scientist Specialist,"Washington, DC",        Public Company Accounting Oversight Board,None,"            In this position, you will be responsible for utilizing your professional experience with machine learning techniques like classification and regression, model...",data+scientist,washington+dc
495,DIA Collection Data Scientist,"Washington, DC 20001 (Shaw area)",        Cyberspace Solutions LLC,None,"            The Data Scientist will perform research on various data sources, to include unstructured data using quantitative and qualitative analytics....",data+scientist,washington+dc
